order_id,delivery_id,restaurant_id,customer_id,order_value,items_count
1274,D00274,R015,C0265,63.75,1
1275,D00275,R017,C0321,81.63,1
1276,D00276,R007,C0013,80.36,3
1277,D00277,R023,C0323,39.39,8
1278,D00278,R014,C0184,61.97,2
1279,D00279,R004,C0070,20.04,4
1280,D00280,R018,C0064,8.86,3
1281,D00281,R001,C0083,39.77,3
1282,D00282,R008,C0149,50.26,2
1283,D00283,R009,C0231,22.9,8
1284,D00284,R020,C0142,62.84,7
1285,D00285,R005,C0276,72.82,3
1286,D00286,R009,C0279,77.79,5
1287,D00287,R016,C0258,14.97,6
1288,D00288,R022,C0184,64.67,8
1289,D00289,R008,C0021,78.68,1
1290,D00290,R004,C0193,13.99,5
1291,D00291,R017,C0109,13.94,5
1292,D00292,R006,C0012,53.49,7
1293,D00293,R002,C0307,47.78,7
1294,D00294,R021,C0320,54.26,3
1295,D00295,R009,C0077,74.19,7
1296,D00296,R004,C0268,8.09,7
1297,D00297,R012,C0069,52.36,7
1298,D00298,R016,C0193,48.24,1
1299,D00299,R023,C0387,55.11,7
1300,D00300,R014,C0338,62.32,3
1301,D00301,R024,C0326,12.01,7
1302,D00302,R003,C0365,38.85,5
1303,D00303,R002,C0315,54.16,4
1304,D00304,R022,C0266,39.22,4
1305,D00305,R024,C0233,54.69,4
1306,D00306,R019,C0356,81.67,5
1307,D00307,R013,C0347,13.2,4
1308,D00308,R011,C0284,71.22,2
1309,D00309,R016,C0136,26.08,4
1310,D00310,R008,C0247,55.26,1
1311,D00311,R020,C0245,17.87,7
1312,D00312,R002,C0195,8.91,4
1313,D00313,R004,C0359,40.64,7
1314,D00314,R012,C0196,26.16,7
1315,D00315,R005,C0154,32.31,8
1316,D00316,R018,C0185,65.33,5
1317,D00317,R018,C0400,58.04,3
1318,D00318,R012,C0328,19.15,3
1319,D00319,R014,C0400,38.45,8
1320,D00320,R024,C0108,61.95,2
1321,D00321,R013,C0336,55.59,2
1322,D00322,R010,C0240,78.48,8
1323,D00323,R009,C0178,48.31,5
1324,D00324,R018,C0147,73.29,6
1325,D00325,R018,C0288,36.77,7
1326,D00326,R013,C0146,70.18,5
1327,D00327,R009,C0078,22.46,1
1328,D00328,R018,C0160,24.72,7
1329,D00329,R012,C0129,44.2,4
1330,D00330,R001,C0243,15.23,4
1331,D00331,R022,C0342,23.3,1
1332,D00332,R004,C0353,11.23,8
1333,D00333,R005,C0331,12.62,6
1334,D00334,R023,C0011,41.78,4
1335,D00335,R012,C0141,34.77,8
1336,D00336,R018,C0010,37.19,3
1337,D00337,R012,C0166,50.46,5
1338,D00338,R021,C0017,45.37,2
1339,D00339,R021,C0041,78.92,8
1340,D00340,R021,C0156,11.13,2
1341,D00341,R007,C0383,21.78,7
1342,D00342,R021,C0181,58.63,8
1343,D00343,R018,C0185,36.88,5
1344,D00344,R015,C0012,24.54,6
1345,D00345,R018,C0154,27.24,5
1346,D00346,R019,C0305,52.37,2
1347,D00347,R002,C0383,74.97,4
1348,D00348,R001,C0229,11.89,7
1349,D00349,R019,C0044,50.21,5
1350,D00350,R017,C0125,64.65,4
1351,D00351,R009,C0087,9.86,5
1352,D00352,R020,C0125,14.61,1
1353,D00353,R005,C0281,24.31,5
1354,D00354,R020,C0028,61.63,5
1355,D00355,R021,C0119,76.02,7
1356,D00356,R017,C0127,62.86,1
1357,D00357,R010,C0032,83.35,5
1358,D00358,R013,C0214,81.97,4
1359,D00359,R019,C0159,23.58,3
1360,D00360,R005,C0373,22.18,3
1361,D00361,R011,C0095,22.47,3
1362,D00362,R020,C0095,44.09,6
1363,D00363,R016,C0388,65.16,4
1364,D00364,R003,C0369,54.81,7
1365,D00365,R013,C0286,83.75,1
1366,D00366,R017,C0354,55.21,1
1367,D00367,R005,C0231,38.27,6
1368,D00368,R006,C0362,17.51,2
1369,D00369,R021,C0172,11.38,3
1370,D00370,R022,C0068,56.24,2
1371,D00371,R001,C0233,53.34,8
1372,D00372,R015,C0019,19.42,6
1373,D00373,R002,C0234,61.89,3
1374,D00374,R012,C0356,44.25,2
1375,D00375,R011,C0219,14.75,5
1376,D00376,R011,C0363,70.21,4
1377,D00377,R007,C0287,11.5,6
1378,D00378,R001,C0090,38.5,1
1379,D00379,R011,C0381,43.61,7
1380,D00380,R017,C0144,13.1,3
1381,D00381,R011,C0212,62.66,5
1382,D00382,R016,C0248,15.13,1
1383,D00383,R005,C0106,80.23,3
1384,D00384,R015,C0267,76.47,2
1385,D00385,R001,C0077,59.68,5
1386,D00386,R009,C0088,29.81,4
1387,D00387,R010,C0361,40.84,3
1388,D00388,R019,C0291,66.19,8
1389,D00389,R003,C0187,74.3,5
1390,D00390,R006,C0261,67.13,3
1391,D00391,R013,C0247,26.76,3
1392,D00392,R003,C0059,79.68,8
1393,D00393,R020,C0168,53.92,7
1394,D00394,R021,C0200,42.88,5
1395,D00395,R019,C0046,41.47,6
1396,D00396,R001,C0016,35.66,5
1397,D00397,R014,C0214,50.77,6
1398,D00398,R010,C0329,18.45,3
1399,D00399,R015,C0375,8.57,8
1400,D00400,R023,C0073,45.08,2
1401,D00401,R009,C0314,60.67,5
1402,D00402,R011,C0086,69.46,5
1403,D00403,R023,C0147,64.78,1
1404,D00404,R003,C0338,21.45,3
1405,D00405,R012,C0254,79.91,3
1406,D00406,R013,C0086,71.1,1
1407,D00407,R013,C0007,48.84,7
1408,D00408,R015,C0172,55.01,5
1409,D00409,R009,C0161,33.98,3
1410,D00410,R001,C0030,10.62,2
1411,D00411,R022,C0057,69.85,3
1412,D00412,R009,C0400,32.9,3
1413,D00413,R009,C0092,23.45,7
1414,D00414,R004,C0398,51.99,5
1415,D00415,R001,C0245,62.49,8
1416,D00416,R013,C0350,84.35,6
1417,D00417,R013,C0197,23.64,1
1418,D00418,R010,C0251,84.72,4
1419,D00419,R003,C0061,63.52,7
1420,D00420,R021,C0125,44.28,1
1421,D00421,R001,C0305,16.19,8
1422,D00422,R008,C0165,52.35,3
1423,D00423,R002,C0069,26.76,1
1424,D00424,R021,C0355,40.05,8
1425,D00425,R007,C0322,46.49,2
1426,D00426,R012,C0238,49.56,4
1427,D00427,R009,C0146,12.16,6
1428,D00428,R014,C0370,16.94,4
1429,D00429,R019,C0193,64.81,4
1430,D00430,R003,C0324,43.25,4
1431,D00431,R009,C0152,66.55,4
1432,D00432,R006,C0143,44.46,8
1433,D00433,R024,C0023,77.17,7
1434,D00434,R016,C0355,51.0,1
1435,D00435,R007,C0233,51.92,1
1436,D00436,R005,C0152,33.63,1
1437,D00437,R009,C0188,11.97,7
1438,D00438,R020,C0333,26.37,2
1439,D00439,R024,C0241,42.84,2
1440,D00440,R022,C0045,76.68,8
1441,D00441,R013,C0214,56.3,5
1442,D00442,R005,C0211,80.95,6
1443,D00443,R011,C0134,68.78,3
1444,D00444,R016,C0363,29.96,3
1445,D00445,R006,C0076,32.4,6
1446,D00446,R015,C0003,79.44,3
1447,D00447,R017,C0174,51.52,8
1448,D00448,R024,C0312,15.12,1
1449,D00449,R019,C0163,38.37,8
1450,D00450,R020,C0229,34.56,5
1451,D00451,R003,C0301,77.03,3
1452,D00452,R003,C0213,8.51,5
1453,D00453,R018,C0253,72.26,5
1454,D00454,R024,C0092,76.74,7
1455,D00455,R023,C0356,74.86,8
1456,D00456,R012,C0140,35.52,1
1457,D00457,R014,C0279,15.28,3
1458,D00458,R011,C0399,47.9,6
1459,D00459,R014,C0214,72.02,2
1460,D00460,R003,C0089,48.28,6
1461,D00461,R001,C0040,40.71,2
1462,D00462,R016,C0387,13.1,1
1463,D00463,R004,C0083,52.64,6
1464,D00464,R024,C0110,49.36,2
1465,D00465,R023,C0058,47.6,7
1466,D00466,R004,C0234,16.91,5
1467,D00467,R024,C0092,69.79,6
1468,D00468,R022,C0034,83.27,3
1469,D00469,R007,C0183,29.02,7
1470,D00470,R022,C0051,80.57,1
1471,D00471,R003,C0239,58.9,8
1472,D00472,R010,C0197,41.14,2
1473,D00473,R011,C0367,41.16,5
1474,D00474,R016,C0316,46.09,7
1475,D00475,R010,C0050,56.14,7
1476,D00476,R012,C0173,74.91,2
1477,D00477,R001,C0194,53.28,6
1478,D00478,R013,C0187,20.83,5
1479,D00479,R007,C0368,65.2,2
1480,D00480,R004,C0222,31.24,5
1481,D00481,R011,C0296,47.75,3
1482,D00482,R007,C0187,12.61,4
1483,D00483,R005,C0132,71.43,3
1484,D00484,R008,C0104,40.5,1
1485,D00485,R009,C0161,12.26,2
1486,D00486,R010,C0268,51.96,2
1487,D00487,R017,C0217,65.62,4
1488,D00488,R005,C0244,16.7,7
1489,D00489,R009,C0354,64.94,1
1490,D00490,R009,C0131,37.91,7
1491,D00491,R003,C0141,39.28,1
1492,D00492,R016,C0309,13.11,7
1493,D00493,R024,C0295,56.38,6
1494,D00494,R004,C0377,32.59,8
1495,D00495,R009,C0012,51.92,1
1496,D00496,R021,C0088,19.49,6
1497,D00497,R004,C0148,22.67,5
1498,D00498,R013,C0135,19.24,5
1499,D00499,R020,C0366,61.36,4
1500,D00500,R023,C0003,54.69,1
1501,D00501,R017,C0240,45.95,6
1502,D00502,R003,C0221,29.64,6
1503,D00503,R009,C0028,73.68,8
1504,D00504,R005,C0364,11.14,6
1505,D00505,R016,C0289,65.75,5
1506,D00506,R007,C0146,76.33,1
1507,D00507,R013,C0169,28.74,1
1508,D00508,R021,C0381,29.79,1
1509,D00509,R018,C0146,20.55,7
1510,D00510,R004,C0251,36.29,4
1511,D00511,R013,C0238,15.16,6
1512,D00512,R021,C0351,31.13,3
1513,D00513,R008,C0182,43.78,5
1514,D00514,R019,C0161,40.05,5
1515,D00515,R024,C0345,65.52,5
1516,D00516,R014,C0156,65.31,8
1517,D00517,R020,C0247,74.14,4
1518,D00518,R021,C0249,19.74,8
1519,D00519,R001,C0254,41.25,7
1520,D00520,R020,C0271,45.57,1
1521,D00521,R014,C0011,34.7,7
1522,D00522,R010,C0068,63.07,8
1523,D00523,R024,C0103,45.18,3
1524,D00524,R020,C0258,60.12,3
1525,D00525,R003,C0078,11.59,5
1526,D00526,R020,C0260,15.84,1
1527,D00527,R006,C0071,57.83,6
1528,D00528,R007,C0185,63.07,7
1529,D00529,R005,C0227,60.53,1
1530,D00530,R001,C0295,79.03,3
1531,D00531,R021,C0271,8.61,5
1532,D00532,R005,C0155,39.15,4
1533,D00533,R002,C0388,50.49,6
1534,D00534,R001,C0133,12.62,6
1535,D00535,R012,C0180,52.78,4
1536,D00536,R010,C0211,15.55,7
1537,D00537,R003,C0300,38.4,5
1538,D00538,R021,C0067,45.33,8
1539,D00539,R017,C0062,73.63,2
1540,D00540,R019,C0025,18.94,7
1541,D00541,R010,C0194,42.83,6
1542,D00542,R024,C0199,69.59,7
1543,D00543,R013,C0288,56.52,5
1544,D00544,R021,C0338,77.06,2
1545,D00545,R006,C0252,38.94,1
1546,D00546,R011,C0131,29.97,3
1547,D00547,R005,C0212,15.6,3
1548,D00548,R009,C0032,81.1,5
1549,D00549,R015,C0391,59.98,4
1550,D00550,R021,C0276,83.87,4
1551,D00551,R018,C0349,29.04,5
1552,D00552,R012,C0372,17.47,3
1553,D00553,R009,C0175,26.94,6
1554,D00554,R015,C0391,39.81,8
1555,D00555,R018,C0199,36.98,6
1556,D00556,R023,C0047,62.61,4
1557,D00557,R021,C0057,8.55,7
1558,D00558,R019,C0066,17.87,2
1559,D00559,R019,C0329,42.95,7
1560,D00560,R011,C0216,25.29,5
1561,D00561,R015,C0128,40.63,2
1562,D00562,R006,C0127,33.74,5
1563,D00563,R016,C0297,66.84,8
1564,D00564,R003,C0034,31.21,7
1565,D00565,R022,C0233,58.8,1
1566,D00566,R015,C0304,53.83,2
1567,D00567,R019,C0300,12.66,5
1568,D00568,R017,C0030,82.71,3
1569,D00569,R017,C0308,44.63,8
1570,D00570,R019,C0328,24.89,1
1571,D00571,R023,C0186,22.19,1
1572,D00572,R003,C0146,10.29,4
1573,D00573,R008,C0336,60.16,7
1574,D00574,R011,C0061,75.89,2
1575,D00575,R005,C0275,55.43,4
1576,D00576,R005,C0340,64.0,8
1577,D00577,R003,C0243,61.48,8
1578,D00578,R019,C0293,40.73,7
1579,D00579,R012,C0231,55.83,7
1580,D00580,R014,C0142,14.35,2
1581,D00581,R004,C0098,60.63,5
1582,D00582,R005,C0335,58.46,8
1583,D00583,R005,C0044,70.71,6
1584,D00584,R007,C0256,80.64,1
1585,D00585,R011,C0079,68.47,3
1586,D00586,R019,C0048,57.2,5
1587,D00587,R004,C0233,25.94,2
1588,D00588,R012,C0106,65.22,7
1589,D00589,R007,C0229,23.53,3
1590,D00590,R013,C0178,57.77,8
1591,D00591,R013,C0358,51.78,7
1592,D00592,R008,C0189,46.0,2
1593,D00593,R004,C0196,60.02,8
1594,D00594,R024,C0043,45.33,2
1595,D00595,R022,C0087,30.65,7
1596,D00596,R022,C0200,11.68,2
1597,D00597,R015,C0008,9.23,1
1598,D00598,R007,C0288,70.8,6
1599,D00599,R020,C0109,32.35,7
1600,D00600,R008,C0365,83.7,2
1601,D00601,R019,C0342,33.57,6
1602,D00602,R003,C0159,9.63,2
1603,D00603,R024,C0379,10.92,8
1604,D00604,R005,C0106,33.51,4
1605,D00605,R002,C0027,13.39,4
1606,D00606,R007,C0126,31.98,4
1607,D00607,R006,C0086,35.69,7
1608,D00608,R015,C0305,77.8,5
1609,D00609,R005,C0101,18.52,8
1610,D00610,R007,C0329,37.57,5
1611,D00611,R003,C0261,65.87,6
1612,D00612,R021,C0134,10.18,3
1613,D00613,R015,C0204,62.79,7
1614,D00614,R003,C0376,37.47,5
1615,D00615,R024,C0001,84.0,8
1616,D00616,R003,C0231,45.46,2
1617,D00617,R007,C0326,78.3,2
1618,D00618,R003,C0385,8.73,5
1619,D00619,R022,C0388,79.77,8
1620,D00620,R020,C0170,55.03,6
